meter_id,timestamp,energy_kwh,voltage,current,power_factor,temperature,status,is_attack,attack_type
M002,2026-03-17 08:00:00,0.3703,235.26,6.511,0.967,23.5,normal,False,
M002,2026-03-17 08:15:00,0.3284,228.53,6.268,0.917,25.3,normal,False,
M002,2026-03-17 08:30:00,0.2431,228.3,4.717,0.903,29.1,normal,False,
M002,2026-03-17 08:45:00,0.3759,234.27,7.179,0.894,28.3,normal,False,
M002,2026-03-17 09:00:00,0.4046,231.28,7.952,0.88,29.6,normal,False,
M002,2026-03-17 09:15:00,0.4096,232.25,7.701,0.916,28.5,normal,False,
M002,2026-03-17 09:30:00,0.3135,223.1,6.116,0.919,27.3,normal,False,
M002,2026-03-17 09:45:00,0.3099,231.46,5.771,0.928,27.8,normal,False,
M002,2026-03-17 10:00:00,0.1896,230.44,3.365,0.978,29.3,normal,False,
M002,2026-03-17 10:15:00,0.1218,228.66,2.339,0.911,26.0,normal,False,
M002,2026-03-17 10:30:00,0.2093,223.84,3.949,0.947,29.5,normal,False,
M002,2026-03-17 10:45:00,0.1509,230.94,2.7,0.968,26.1,normal,False,
M002,2026-03-17 11:00:00,0.2014,223.73,4.182,0.861,31.0,normal,False,
M002,2026-03-17 11:15:00,0.1454,227.48,2.902,0.881,31.1,normal,False,
M002,2026-03-17 11:30:00,0.2147,231.65,4.271,0.868,30.7,normal,False,
M002,2026-03-17 11:45:00,0.0967,230.86,1.937,0.865,26.8,normal,False,
M002,2026-03-17 12:00:00,0.2014,236.25,3.508,0.972,27.7,normal,False,
M002,2026-03-17 12:15:00,0.2091,232.82,4.144,0.867,30.7,normal,False,
M002,2026-03-17 12:30:00,0.1503,227.63,2.743,0.963,29.9,normal,False,
M002,2026-03-17 12:45:00,0.0829,231.87,1.605,0.891,31.1,normal,False,
M002,2026-03-17 13:00:00,0.1831,235.05,3.358,0.928,26.4,normal,False,
M002,2026-03-17 13:15:00,0.1538,231.09,3.049,0.873,24.9,normal,False,
M002,2026-03-17 13:30:00,0.2112,228.86,3.861,0.956,32.8,normal,False,
M002,2026-03-17 13:45:00,0.1426,226.65,2.677,0.94,27.8,normal,False,
M002,2026-03-17 14:00:00,0.1469,228.93,2.927,0.877,24.7,normal,False,
M002,2026-03-17 14:15:00,0.2138,238.34,4.036,0.889,29.0,normal,False,
M002,2026-03-17 14:30:00,0.22,232.29,3.87,0.979,25.3,normal,False,
M002,2026-03-17 14:45:00,0.2072,230.9,3.814,0.941,28.5,normal,False,
M002,2026-03-17 15:00:00,0.1063,224.03,2.121,0.895,26.6,normal,False,
M002,2026-03-17 15:15:00,0.1891,228.27,3.437,0.964,28.7,normal,False,
M002,2026-03-17 15:30:00,0.1195,230.62,2.358,0.879,25.5,normal,False,
M002,2026-03-17 15:45:00,0.114,228.38,2.046,0.976,28.7,normal,False,
M002,2026-03-17 16:00:00,0.2128,231.07,4.044,0.911,23.8,normal,False,
M002,2026-03-17 16:15:00,0.2073,226.08,4.039,0.908,30.4,normal,False,
M002,2026-03-17 16:30:00,0.1393,237.45,2.542,0.923,28.8,normal,False,
M002,2026-03-17 16:45:00,0.0854,229.36,1.67,0.892,28.6,normal,False,
M002,2026-03-17 17:00:00,0.2148,231.24,4.208,0.883,28.2,normal,False,
M002,2026-03-17 17:15:00,0.1222,234.62,2.277,0.915,29.8,normal,False,
M002,2026-03-17 17:30:00,0.2073,230.79,3.983,0.902,28.1,normal,False,
M002,2026-03-17 17:45:00,0.1999,226.56,3.642,0.969,29.5,normal,False,
M002,2026-03-17 18:00:00,0.271,232.49,5.396,0.864,27.3,normal,False,
M002,2026-03-17 18:15:00,0.2666,234.5,5.233,0.869,28.5,normal,False,
M002,2026-03-17 18:30:00,0.3277,232.56,5.799,0.972,29.4,normal,False,
M002,2026-03-17 18:45:00,0.3721,227.08,7.577,0.865,32.3,normal,False,
M002,2026-03-17 19:00:00,0.3581,229.99,6.697,0.93,27.8,normal,False,
M002,2026-03-17 19:15:00,0.3543,231.59,6.962,0.879,31.9,normal,False,
M002,2026-03-17 19:30:00,0.4017,226.37,7.958,0.892,30.1,normal,False,
M002,2026-03-17 19:45:00,0.3979,229.21,8.121,0.855,30.3,normal,False,
M002,2026-03-17 20:00:00,0.2341,232.97,4.341,0.926,25.7,normal,False,
M002,2026-03-17 20:15:00,0.3438,229.01,6.902,0.87,26.9,normal,False,
M002,2026-03-17 20:30:00,0.2391,233.89,4.313,0.948,29.5,normal,False,
M002,2026-03-17 20:45:00,0.3782,234.25,7.297,0.885,30.2,normal,False,
M002,2026-03-17 21:00:00,0.4112,228.13,8.119,0.888,27.3,normal,False,
M002,2026-03-17 21:15:00,0.4079,231.25,7.229,0.976,33.1,normal,False,
M002,2026-03-17 21:30:00,0.3554,229.48,6.937,0.893,29.2,normal,False,
M002,2026-03-17 21:45:00,0.3853,232.79,7.406,0.894,28.5,normal,False,
M002,2026-03-17 22:00:00,0.1824,238.1,3.345,0.916,27.9,normal,False,
M002,2026-03-17 22:15:00,0.2201,226.22,4.02,0.968,30.2,normal,False,
M002,2026-03-17 22:30:00,0.1191,227.18,2.169,0.967,28.0,normal,False,
M002,2026-03-17 22:45:00,0.1179,231.08,2.137,0.955,28.1,normal,False,
M002,2026-03-17 23:00:00,0.0962,230.69,1.94,0.86,28.8,normal,False,
M002,2026-03-17 23:15:00,0.1988,236.89,3.673,0.914,29.6,normal,False,
M002,2026-03-17 23:30:00,0.1797,229.83,3.595,0.87,27.5,normal,False,
M002,2026-03-17 23:45:00,0.1985,228.36,3.838,0.906,24.7,normal,False,
M002,2026-03-18 00:00:00,0.0729,235.16,1.442,0.86,28.3,normal,False,
M002,2026-03-18 00:15:00,0.0294,232.26,0.589,0.86,28.6,normal,False,
M002,2026-03-18 00:30:00,0.0182,231.45,0.349,0.902,26.5,normal,False,
M002,2026-03-18 00:45:00,0.0769,233.24,1.404,0.939,25.6,normal,False,
M002,2026-03-18 01:00:00,0.0243,229.43,0.449,0.943,29.4,normal,False,
M002,2026-03-18 01:15:00,0.0543,231.89,0.98,0.956,27.6,normal,False,
M002,2026-03-18 01:30:00,0.0447,224.65,0.847,0.94,29.6,normal,False,
M002,2026-03-18 01:45:00,0.0382,228.49,0.785,0.852,29.6,normal,False,
M002,2026-03-18 02:00:00,0.0351,230.13,0.696,0.876,25.7,normal,False,
M002,2026-03-18 02:15:00,0.0722,232.81,1.341,0.925,26.5,normal,False,
M002,2026-03-18 02:30:00,0.089,227.89,1.648,0.948,31.3,normal,False,
M002,2026-03-18 02:45:00,0.0868,230.12,1.718,0.878,27.7,normal,False,
M002,2026-03-18 03:00:00,0.0568,238.58,1.033,0.922,26.3,normal,False,
M002,2026-03-18 03:15:00,0.087,234.13,1.666,0.892,28.9,normal,False,
M002,2026-03-18 03:30:00,0.0479,223.77,0.952,0.899,28.0,normal,False,
M002,2026-03-18 03:45:00,0.0599,236.47,1.131,0.896,30.7,normal,False,
M002,2026-03-18 04:00:00,0.0387,226.55,0.774,0.883,29.1,normal,False,
M002,2026-03-18 04:15:00,0.0182,229.8,0.371,0.853,28.3,normal,False,
M002,2026-03-18 04:30:00,0.0334,228.23,0.645,0.907,28.9,normal,False,
M002,2026-03-18 04:45:00,0.0835,227.68,1.512,0.97,30.5,normal,False,
M002,2026-03-18 05:00:00,0.0397,229.65,0.738,0.937,30.7,normal,False,
M002,2026-03-18 05:15:00,0.0653,228.07,1.257,0.911,27.4,normal,False,
M002,2026-03-18 05:30:00,0.0834,229.88,1.555,0.933,27.1,normal,False,
M002,2026-03-18 05:45:00,0.0665,229.58,1.251,0.926,27.2,normal,False,
M002,2026-03-18 06:00:00,0.0849,231.35,1.599,0.918,26.8,normal,False,
M002,2026-03-18 06:15:00,0.0993,233.03,2.001,0.852,28.6,normal,False,
M002,2026-03-18 06:30:00,0.1714,229.13,3.136,0.954,26.2,normal,False,
M002,2026-03-18 06:45:00,0.1173,225.61,2.363,0.88,32.0,normal,False,
M002,2026-03-18 07:00:00,0.3214,231.76,5.778,0.96,29.4,normal,False,
M002,2026-03-18 07:15:00,0.2885,227.83,5.354,0.946,29.8,normal,False,
M002,2026-03-18 07:30:00,0.4028,229.88,7.504,0.934,27.9,normal,False,
M002,2026-03-18 07:45:00,0.3566,226.12,7.395,0.853,29.3,normal,False,
M002,2026-03-18 08:00:00,0.3719,236.63,6.695,0.939,31.2,normal,False,
M002,2026-03-18 08:15:00,0.2988,233.26,5.277,0.971,26.4,normal,False,
M002,2026-03-18 08:30:00,0.3537,226.23,6.798,0.92,29.9,normal,False,
M002,2026-03-18 08:45:00,0.3305,230.57,6.606,0.868,27.9,normal,False,
M002,2026-03-18 09:00:00,0.3417,228.33,6.818,0.878,24.6,normal,False,
M002,2026-03-18 09:15:00,0.3874,232.16,7.216,0.925,28.7,normal,False,
M002,2026-03-18 09:30:00,0.2482,227.5,4.903,0.89,31.8,normal,False,
M002,2026-03-18 09:45:00,0.2539,226.45,5.149,0.871,26.3,normal,False,
M002,2026-03-18 10:00:00,0.1512,229.34,2.94,0.897,29.4,normal,False,
M002,2026-03-18 10:15:00,0.146,234.67,2.844,0.875,29.0,normal,False,
M002,2026-03-18 10:30:00,0.2058,232.84,4.106,0.861,30.4,normal,False,
M002,2026-03-18 10:45:00,0.0782,233.63,1.446,0.926,29.0,normal,False,
M002,2026-03-18 11:00:00,0.107,230.94,1.963,0.944,27.4,normal,False,
M002,2026-03-18 11:15:00,0.1009,229.73,1.897,0.926,27.7,normal,False,
M002,2026-03-18 11:30:00,0.1809,231.52,3.617,0.864,30.9,normal,False,
M002,2026-03-18 11:45:00,0.1774,228.64,3.274,0.948,30.0,normal,False,
M002,2026-03-18 12:00:00,0.2027,226.02,3.683,0.974,30.1,normal,False,
M002,2026-03-18 12:15:00,0.1426,227.09,2.914,0.862,32.4,normal,False,
M002,2026-03-18 12:30:00,0.1861,232.26,3.659,0.876,30.2,normal,False,
M002,2026-03-18 12:45:00,0.1785,234.0,3.387,0.901,27.8,normal,False,
M002,2026-03-18 13:00:00,0.0767,229.94,1.371,0.973,24.1,normal,False,
M002,2026-03-18 13:15:00,0.2162,228.38,4.347,0.871,27.6,normal,False,
M002,2026-03-18 13:30:00,0.1933,224.32,3.999,0.862,29.0,normal,False,
M002,2026-03-18 13:45:00,0.129,230.31,2.293,0.977,24.9,normal,False,
M002,2026-03-18 14:00:00,0.0936,232.17,1.673,0.964,28.1,normal,False,
M002,2026-03-18 14:15:00,0.1341,228.12,2.494,0.943,29.0,normal,False,
M002,2026-03-18 14:30:00,0.2209,229.55,4.404,0.874,34.9,normal,False,
M002,2026-03-18 14:45:00,0.1701,236.13,3.378,0.853,30.6,normal,False,
M002,2026-03-18 15:00:00,0.1573,225.36,3.184,0.877,29.4,normal,False,
M002,2026-03-18 15:15:00,0.1164,232.71,2.084,0.96,31.6,normal,False,
M002,2026-03-18 15:30:00,0.1193,230.74,2.295,0.901,29.2,normal,False,
M002,2026-03-18 15:45:00,0.0893,226.16,1.805,0.875,26.1,normal,False,
M002,2026-03-18 16:00:00,0.196,226.8,3.824,0.904,26.1,normal,False,
M002,2026-03-18 16:15:00,0.1401,230.39,2.544,0.956,23.2,normal,False,
M002,2026-03-18 16:30:00,0.1979,229.65,3.613,0.954,28.6,normal,False,
M002,2026-03-18 16:45:00,0.093,230.75,1.672,0.964,31.1,normal,False,
M002,2026-03-18 17:00:00,0.2234,235.36,4.005,0.948,31.5,normal,False,
M002,2026-03-18 17:15:00,0.1098,231.77,2.117,0.895,27.2,normal,False,
M002,2026-03-18 17:30:00,0.0953,226.29,1.728,0.975,25.7,normal,False,
M002,2026-03-18 17:45:00,0.1797,231.74,3.208,0.967,28.6,normal,False,
M002,2026-03-18 18:00:00,0.321,229.31,6.363,0.88,30.2,normal,False,
M002,2026-03-18 18:15:00,0.2686,230.05,4.99,0.936,32.7,normal,False,
M002,2026-03-18 18:30:00,0.3536,225.2,6.739,0.932,28.8,normal,False,
M002,2026-03-18 18:45:00,0.3285,224.11,6.284,0.933,30.0,normal,False,
M002,2026-03-18 19:00:00,0.3805,225.27,7.195,0.939,29.0,normal,False,
M002,2026-03-18 19:15:00,0.4008,227.6,8.106,0.869,26.9,normal,False,
M002,2026-03-18 19:30:00,0.3631,227.71,6.616,0.964,28.2,normal,False,
M002,2026-03-18 19:45:00,0.3296,225.81,6.575,0.888,25.9,normal,False,
M002,2026-03-18 20:00:00,0.3104,232.05,5.626,0.951,24.5,normal,False,
M002,2026-03-18 20:15:00,0.3515,230.91,6.349,0.959,24.8,normal,False,
M002,2026-03-18 20:30:00,0.2378,230.37,4.426,0.933,26.9,normal,False,
M002,2026-03-18 20:45:00,0.2646,232.68,4.689,0.97,31.1,normal,False,
M002,2026-03-18 21:00:00,0.2567,229.0,4.858,0.923,28.8,normal,False,
M002,2026-03-18 21:15:00,0.3285,233.78,6.605,0.851,27.8,normal,False,
M002,2026-03-18 21:30:00,0.3225,232.47,6.483,0.856,26.9,normal,False,
M002,2026-03-18 21:45:00,0.3809,231.12,7.577,0.87,29.2,normal,False,
M002,2026-03-18 22:00:00,0.1696,230.87,3.109,0.945,32.0,normal,False,
M002,2026-03-18 22:15:00,0.0891,223.55,1.633,0.976,29.0,normal,False,
M002,2026-03-18 22:30:00,0.2036,230.76,3.943,0.895,28.7,normal,False,
M002,2026-03-18 22:45:00,0.2101,234.12,3.795,0.946,26.7,normal,False,
M002,2026-03-18 23:00:00,0.0778,235.05,1.511,0.876,28.9,normal,False,
M002,2026-03-18 23:15:00,0.1478,226.12,2.749,0.951,29.2,normal,False,
M002,2026-03-18 23:30:00,0.1199,231.01,2.299,0.903,25.6,normal,False,
M002,2026-03-18 23:45:00,0.213,229.84,4.133,0.897,30.6,normal,False,
M002,2026-03-19 00:00:00,0.0394,231.14,0.714,0.955,25.1,normal,False,
M002,2026-03-19 00:15:00,0.0383,229.62,0.777,0.859,25.8,normal,False,
M002,2026-03-19 00:30:00,0.0676,227.54,1.337,0.889,35.6,normal,False,
M002,2026-03-19 00:45:00,0.0829,233.14,1.505,0.945,27.9,normal,False,
M002,2026-03-19 01:00:00,0.0228,231.78,0.461,0.854,30.4,normal,False,
M002,2026-03-19 01:15:00,0.025,234.98,0.449,0.947,30.9,normal,False,
M002,2026-03-19 01:30:00,0.069,234.15,1.274,0.925,29.9,normal,False,
M002,2026-03-19 01:45:00,0.0346,234.82,0.651,0.906,26.9,normal,False,
M002,2026-03-19 02:00:00,0.0169,230.67,0.301,0.975,27.4,normal,False,
M002,2026-03-19 02:15:00,0.0564,222.96,1.146,0.883,28.6,normal,False,
M002,2026-03-19 02:30:00,0.0166,228.66,0.331,0.876,25.1,normal,False,
M002,2026-03-19 02:45:00,0.0216,231.97,0.383,0.972,29.1,normal,False,
M002,2026-03-19 03:00:00,0.0613,231.12,1.116,0.951,27.0,normal,False,
M002,2026-03-19 03:15:00,0.0694,226.2,1.265,0.97,30.3,normal,False,
M002,2026-03-19 03:30:00,0.0285,229.01,0.574,0.867,29.7,normal,False,
M002,2026-03-19 03:45:00,0.077,231.89,1.413,0.94,27.8,normal,False,
M002,2026-03-19 04:00:00,0.065,228.09,1.19,0.958,28.2,normal,False,
M002,2026-03-19 04:15:00,0.0278,234.59,0.519,0.913,25.2,normal,False,
M002,2026-03-19 04:30:00,0.0299,230.65,0.603,0.86,26.6,normal,False,
M002,2026-03-19 04:45:00,0.0602,228.44,1.21,0.871,31.0,normal,False,
M002,2026-03-19 05:00:00,0.0282,230.46,0.572,0.855,30.7,normal,False,
M002,2026-03-19 05:15:00,0.0498,232.03,0.939,0.914,30.1,normal,False,
M002,2026-03-19 05:30:00,0.0795,231.66,1.436,0.956,30.1,normal,False,
M002,2026-03-19 05:45:00,0.0558,232.28,1.072,0.896,32.3,normal,False,
M002,2026-03-19 06:00:00,0.1603,228.61,3.162,0.887,25.3,normal,False,
M002,2026-03-19 06:15:00,0.0934,233.04,1.781,0.9,27.6,normal,False,
M002,2026-03-19 06:30:00,0.1872,228.99,3.78,0.865,26.0,normal,False,
M002,2026-03-19 06:45:00,0.0958,235.06,1.857,0.878,31.7,normal,False,
M002,2026-03-19 07:00:00,0.314,229.27,6.43,0.852,29.0,normal,False,
M002,2026-03-19 07:15:00,0.3472,227.78,6.73,0.906,33.2,normal,False,
M002,2026-03-19 07:30:00,0.3325,225.96,6.377,0.923,29.4,normal,False,
M002,2026-03-19 07:45:00,0.25,230.04,4.654,0.934,28.4,normal,False,
M002,2026-03-19 08:00:00,0.3344,231.39,6.745,0.857,26.1,normal,False,
M002,2026-03-19 08:15:00,0.3392,236.97,5.927,0.966,29.9,normal,False,
M002,2026-03-19 08:30:00,0.3844,231.41,7.726,0.86,29.8,normal,False,
M002,2026-03-19 08:45:00,0.2342,229.87,4.263,0.956,31.0,normal,False,
M002,2026-03-19 09:00:00,0.2837,235.57,4.971,0.969,26.9,normal,False,
M002,2026-03-19 09:15:00,0.2415,231.18,4.69,0.891,29.3,normal,False,
M002,2026-03-19 09:30:00,0.2916,226.79,5.878,0.875,28.4,normal,False,
M002,2026-03-19 09:45:00,0.3838,236.76,7.419,0.874,30.6,normal,False,
M002,2026-03-19 10:00:00,0.1993,230.24,3.573,0.969,30.7,normal,False,
M002,2026-03-19 10:15:00,0.2017,233.22,4.004,0.864,30.3,normal,False,
M002,2026-03-19 10:30:00,0.1156,225.0,2.246,0.915,29.6,normal,False,
M002,2026-03-19 10:45:00,0.1079,228.53,2.016,0.937,28.9,normal,False,
M002,2026-03-19 11:00:00,0.172,232.46,3.437,0.861,27.0,normal,False,
M002,2026-03-19 11:15:00,0.1484,227.71,2.916,0.894,29.5,normal,False,
M002,2026-03-19 11:30:00,0.0991,226.26,1.953,0.897,29.8,normal,False,
M002,2026-03-19 11:45:00,0.1466,235.72,2.698,0.922,30.5,normal,False,
M002,2026-03-19 12:00:00,0.1277,235.33,2.53,0.858,28.1,normal,False,
M002,2026-03-19 12:15:00,0.1808,231.82,3.662,0.852,30.6,normal,False,
M002,2026-03-19 12:30:00,0.102,225.83,1.853,0.975,27.1,normal,False,
M002,2026-03-19 12:45:00,0.1727,231.43,3.155,0.946,28.1,normal,False,
M002,2026-03-19 13:00:00,0.1177,225.72,2.137,0.976,27.5,normal,False,
M002,2026-03-19 13:15:00,0.1526,228.98,2.771,0.962,30.0,normal,False,
M002,2026-03-19 13:30:00,0.0831,234.38,1.496,0.948,27.3,normal,False,
M002,2026-03-19 13:45:00,0.2102,228.81,3.82,0.962,24.7,normal,False,
M002,2026-03-19 14:00:00,0.1918,233.81,3.833,0.856,27.8,normal,False,
M002,2026-03-19 14:15:00,0.1923,227.67,3.696,0.914,26.7,normal,False,
M002,2026-03-19 14:30:00,0.1425,239.68,2.663,0.893,31.0,normal,False,
M002,2026-03-19 14:45:00,0.1013,228.18,1.939,0.916,31.3,normal,False,
M002,2026-03-19 15:00:00,0.1717,230.92,3.475,0.856,29.5,normal,False,
M002,2026-03-19 15:15:00,0.2008,229.94,3.579,0.976,29.1,normal,False,
M002,2026-03-19 15:30:00,0.1571,222.99,3.014,0.935,27.5,normal,False,
M002,2026-03-19 15:45:00,0.1095,227.25,2.09,0.922,25.4,normal,False,
M002,2026-03-19 16:00:00,0.1189,226.75,2.373,0.884,28.2,normal,False,
M002,2026-03-19 16:15:00,0.0822,235.54,1.595,0.875,29.3,normal,False,
M002,2026-03-19 16:30:00,0.1302,231.52,2.497,0.901,28.2,normal,False,
M002,2026-03-19 16:45:00,0.1539,233.98,2.693,0.977,25.1,normal,False,
M002,2026-03-19 17:00:00,0.2246,228.31,4.305,0.914,31.3,normal,False,
M002,2026-03-19 17:15:00,0.1285,229.04,2.445,0.918,28.4,normal,False,
M002,2026-03-19 17:30:00,0.2226,225.31,4.633,0.853,28.7,normal,False,
M002,2026-03-19 17:45:00,0.1282,237.3,2.349,0.92,31.2,normal,False,
M002,2026-03-19 18:00:00,0.3576,236.25,6.991,0.866,26.8,normal,False,
M002,2026-03-19 18:15:00,0.2748,228.26,4.959,0.971,28.6,normal,False,
M002,2026-03-19 18:30:00,0.3566,236.11,6.668,0.906,25.5,normal,False,
M002,2026-03-19 18:45:00,0.3123,227.05,6.259,0.879,27.6,normal,False,
M002,2026-03-19 19:00:00,0.2271,227.56,4.674,0.854,26.2,normal,False,
M002,2026-03-19 19:15:00,0.339,226.9,6.447,0.927,28.8,normal,False,
M002,2026-03-19 19:30:00,0.4122,227.99,8.429,0.858,30.8,normal,False,
M002,2026-03-19 19:45:00,0.2805,230.92,5.191,0.936,24.5,normal,False,
M002,2026-03-19 20:00:00,0.3654,227.22,7.228,0.89,26.2,normal,False,
M002,2026-03-19 20:15:00,0.293,224.06,5.723,0.914,25.6,normal,False,
M002,2026-03-19 20:30:00,0.3032,229.52,5.951,0.888,31.1,normal,False,
M002,2026-03-19 20:45:00,0.3703,229.13,6.899,0.937,30.7,normal,False,
M002,2026-03-19 21:00:00,0.236,227.88,4.851,0.854,28.6,normal,False,
M002,2026-03-19 21:15:00,0.3399,233.73,6.022,0.966,26.8,normal,False,
M002,2026-03-19 21:30:00,0.2511,230.4,5.04,0.865,32.1,normal,False,
M002,2026-03-19 21:45:00,0.3472,231.22,6.192,0.97,33.4,normal,False,
M002,2026-03-19 22:00:00,0.1532,230.02,3.08,0.865,29.1,normal,False,
M002,2026-03-19 22:15:00,0.1456,231.31,2.679,0.94,26.1,normal,False,
M002,2026-03-19 22:30:00,0.1453,229.75,2.938,0.861,26.7,normal,False,
M002,2026-03-19 22:45:00,0.1773,230.38,3.332,0.924,26.1,normal,False,
M002,2026-03-19 23:00:00,0.2134,226.49,4.155,0.907,29.2,normal,False,
M002,2026-03-19 23:15:00,0.1732,232.65,3.411,0.873,29.3,normal,False,
M002,2026-03-19 23:30:00,0.2177,231.41,3.978,0.946,30.3,normal,False,
M002,2026-03-19 23:45:00,0.0859,230.34,1.699,0.878,26.8,normal,False,
M002,2026-03-20 00:00:00,0.0795,236.41,1.439,0.935,27.5,normal,False,
M002,2026-03-20 00:15:00,0.039,227.4,0.719,0.954,26.1,normal,False,
M002,2026-03-20 00:30:00,0.059,232.58,1.184,0.857,27.4,normal,False,
M002,2026-03-20 00:45:00,0.0674,235.81,1.177,0.971,27.6,normal,False,
M002,2026-03-20 01:00:00,0.0713,225.94,1.322,0.955,28.1,normal,False,
M002,2026-03-20 01:15:00,0.0496,230.68,0.969,0.888,27.7,normal,False,
M002,2026-03-20 01:30:00,0.0187,229.86,0.367,0.887,30.4,normal,False,
M002,2026-03-20 01:45:00,0.0687,233.74,1.341,0.877,30.0,normal,False,
M002,2026-03-20 02:00:00,0.0517,230.74,0.934,0.96,27.8,normal,False,
M002,2026-03-20 02:15:00,0.0231,231.94,0.445,0.895,29.8,normal,False,
M002,2026-03-20 02:30:00,0.0668,237.48,1.202,0.936,30.3,normal,False,
M002,2026-03-20 02:45:00,0.0571,231.11,1.021,0.968,30.6,normal,False,
M002,2026-03-20 03:00:00,0.0587,234.07,1.026,0.978,30.6,normal,False,
M002,2026-03-20 03:15:00,0.0206,224.71,0.393,0.932,27.7,normal,False,
M002,2026-03-20 03:30:00,0.0755,229.83,1.38,0.952,29.5,normal,False,
M002,2026-03-20 03:45:00,0.0838,226.14,1.596,0.929,30.1,normal,False,
M002,2026-03-20 04:00:00,0.0877,229.37,1.734,0.882,29.0,normal,False,
M002,2026-03-20 04:15:00,0.0865,229.04,1.669,0.905,27.9,normal,False,
M002,2026-03-20 04:30:00,0.0592,224.52,1.087,0.97,30.1,normal,False,
M002,2026-03-20 04:45:00,0.0836,225.73,1.574,0.941,24.5,normal,False,
M002,2026-03-20 05:00:00,0.0647,225.42,1.283,0.895,24.9,normal,False,
M002,2026-03-20 05:15:00,0.0327,236.7,0.584,0.946,27.6,normal,False,
M002,2026-03-20 05:30:00,0.0734,234.63,1.47,0.851,27.2,normal,False,
M002,2026-03-20 05:45:00,0.0508,231.88,0.961,0.912,30.9,normal,False,
M002,2026-03-20 06:00:00,0.1717,230.49,3.123,0.954,30.2,normal,False,
M002,2026-03-20 06:15:00,0.2221,232.14,4.476,0.855,31.9,normal,False,
M002,2026-03-20 06:30:00,0.1312,234.82,2.464,0.907,29.1,normal,False,
M002,2026-03-20 06:45:00,0.219,233.24,4.155,0.904,26.8,normal,False,
M002,2026-03-20 07:00:00,0.3161,227.8,6.432,0.863,30.4,normal,False,
M002,2026-03-20 07:15:00,0.3225,235.0,5.624,0.976,28.8,normal,False,
M002,2026-03-20 07:30:00,0.2354,235.93,4.081,0.978,30.2,normal,False,
M002,2026-03-20 07:45:00,0.4017,230.66,7.998,0.871,32.2,normal,False,
M002,2026-03-20 08:00:00,0.297,235.6,5.405,0.933,29.7,normal,False,
M002,2026-03-20 08:15:00,0.3589,235.75,7.007,0.869,27.5,normal,False,
M002,2026-03-20 08:30:00,0.2555,229.35,4.599,0.969,25.4,normal,False,
M002,2026-03-20 08:45:00,0.3349,227.62,6.067,0.97,26.7,normal,False,
M002,2026-03-20 09:00:00,0.3051,226.24,6.0,0.899,33.2,normal,False,
M002,2026-03-20 09:15:00,0.2669,233.97,5.15,0.886,30.4,normal,False,
M002,2026-03-20 09:30:00,0.3729,228.27,6.792,0.962,26.8,normal,False,
M002,2026-03-20 09:45:00,0.2622,226.99,5.089,0.908,25.0,normal,False,
M002,2026-03-20 10:00:00,0.2022,232.62,3.739,0.93,27.9,normal,False,
M002,2026-03-20 10:15:00,0.1541,226.0,2.93,0.931,26.9,normal,False,
M002,2026-03-20 10:30:00,0.142,229.94,2.694,0.917,30.3,normal,False,
M002,2026-03-20 10:45:00,0.1375,228.74,2.717,0.885,31.3,normal,False,
M002,2026-03-20 11:00:00,0.2043,235.53,3.735,0.929,31.8,normal,False,
M002,2026-03-20 11:15:00,0.1828,229.03,3.382,0.944,29.0,normal,False,
M002,2026-03-20 11:30:00,0.0873,227.92,1.669,0.918,28.2,normal,False,
M002,2026-03-20 11:45:00,0.173,228.5,3.119,0.971,26.3,normal,False,
M002,2026-03-20 12:00:00,0.1414,230.48,2.567,0.956,28.4,normal,False,
M002,2026-03-20 12:15:00,0.2006,232.47,4.009,0.861,30.0,normal,False,
M002,2026-03-20 12:30:00,0.1099,230.0,2.119,0.902,29.6,normal,False,
M002,2026-03-20 12:45:00,0.201,229.43,3.898,0.899,26.9,normal,False,
M002,2026-03-20 13:00:00,0.1275,226.49,2.582,0.872,27.2,normal,False,
M002,2026-03-20 13:15:00,0.1711,230.06,3.346,0.889,30.2,normal,False,
M002,2026-03-20 13:30:00,0.0989,225.38,1.891,0.928,26.6,normal,False,
M002,2026-03-20 13:45:00,0.1913,237.52,3.416,0.943,27.0,normal,False,
M002,2026-03-20 14:00:00,0.2191,235.28,4.031,0.924,27.0,normal,False,
M002,2026-03-20 14:15:00,0.148,227.08,3.01,0.866,31.7,normal,False,
M002,2026-03-20 14:30:00,0.1483,224.99,2.713,0.972,28.7,normal,False,
M002,2026-03-20 14:45:00,0.1091,226.07,2.098,0.92,27.9,normal,False,
M002,2026-03-20 15:00:00,0.1211,224.6,2.517,0.857,28.4,normal,False,
M002,2026-03-20 15:15:00,0.1919,225.16,3.983,0.856,31.0,normal,False,
M002,2026-03-20 15:30:00,0.2048,222.62,3.89,0.946,27.9,normal,False,
M002,2026-03-20 15:45:00,0.2065,225.64,4.041,0.906,25.0,normal,False,
M002,2026-03-20 16:00:00,0.2133,226.25,4.315,0.874,30.1,normal,False,
M002,2026-03-20 16:15:00,0.1096,226.97,2.064,0.936,27.0,normal,False,
M002,2026-03-20 16:30:00,0.0924,235.43,1.768,0.888,25.7,normal,False,
M002,2026-03-20 16:45:00,0.0848,231.63,1.707,0.858,30.5,normal,False,
M002,2026-03-20 17:00:00,0.1337,232.02,2.511,0.918,25.2,normal,False,
