meter_id,timestamp,energy_kwh,reading_kwh,detected,risk_score,risk_level,rule_triggered,attack_type,ground_truth,detection_time
M001,2026-03-04 03:30:00,0.0486,0.0486,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 03:30:00,0.0486,0.0243,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 03:45:00,0.1119,0.1119,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 03:45:00,0.1119,0.0559,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 04:00:00,0.1042,0.1042,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 04:00:00,0.1042,0.0521,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 04:15:00,0.0377,0.0377,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 04:15:00,0.0377,0.0188,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 04:30:00,0.0243,0.0243,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 04:30:00,0.0243,0.0121,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 04:45:00,0.1018,0.0509,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 04:45:00,0.1018,0.1018,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 05:00:00,0.0933,0.0466,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 05:00:00,0.0933,0.0933,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 05:15:00,0.0498,0.0498,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 05:15:00,0.0498,0.0249,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 05:30:00,0.0836,0.0836,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 05:30:00,0.0836,0.0418,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 05:45:00,0.0209,0.0209,1,50,HIGH,baseline_drop+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 05:45:00,0.0209,0.0104,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 06:00:00,0.1198,0.1198,1,50,HIGH,baseline_drop+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 06:00:00,0.1198,0.0599,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 06:15:00,0.211,0.211,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 06:15:00,0.211,0.1055,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 06:30:00,0.1711,0.0856,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 06:30:00,0.1711,0.1711,1,50,HIGH,baseline_drop+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 06:45:00,0.2522,0.2522,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 06:45:00,0.2522,0.1261,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 07:00:00,0.3764,0.3764,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 07:00:00,0.3764,0.1882,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 07:15:00,0.5215,0.5215,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 07:15:00,0.5215,0.2607,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 07:30:00,0.4739,0.4739,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 07:30:00,0.4739,0.2369,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 07:45:00,0.4471,0.2235,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 07:45:00,0.4471,0.4471,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 08:00:00,0.445,0.2225,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 08:00:00,0.445,0.445,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 08:15:00,0.4691,0.4691,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 08:15:00,0.4691,0.2346,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 08:30:00,0.4246,0.4246,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 08:30:00,0.4246,0.2123,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 08:45:00,0.4972,0.4972,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 08:45:00,0.4972,0.2486,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 09:00:00,0.382,0.382,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 09:00:00,0.382,0.191,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 09:15:00,0.4496,0.4496,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 09:15:00,0.4496,0.2248,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 09:30:00,0.459,0.2295,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 09:30:00,0.459,0.459,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 09:45:00,0.51,0.51,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 09:45:00,0.51,0.255,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 10:00:00,0.1369,0.1369,1,50,HIGH,baseline_drop+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 10:00:00,0.1369,0.0684,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 10:15:00,0.1048,0.1048,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 10:15:00,0.1048,0.0524,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 10:30:00,0.1597,0.1597,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 10:30:00,0.1597,0.0799,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 10:45:00,0.1372,0.0686,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 10:45:00,0.1372,0.1372,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 11:00:00,0.1267,0.1267,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 11:00:00,0.1267,0.0634,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 11:15:00,0.1874,0.1874,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 11:15:00,0.1874,0.0937,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 11:30:00,0.222,0.222,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 11:30:00,0.222,0.111,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 11:45:00,0.2913,0.2913,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 11:45:00,0.2913,0.1457,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 12:00:00,0.2813,0.1406,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 12:00:00,0.2813,0.2813,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 12:15:00,0.1899,0.1899,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 12:15:00,0.1899,0.095,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 12:30:00,0.2813,0.2813,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 12:30:00,0.2813,0.1406,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 12:45:00,0.1695,0.1695,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 12:45:00,0.1695,0.0848,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 13:00:00,0.2874,0.2874,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 13:00:00,0.2874,0.1437,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 13:15:00,0.2462,0.2462,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 13:15:00,0.2462,0.1231,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 13:30:00,0.1928,0.0964,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 13:30:00,0.1928,0.1928,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 13:45:00,0.1228,0.1228,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 13:45:00,0.1228,0.0614,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 14:00:00,0.2701,0.2701,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 14:00:00,0.2701,0.1351,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 14:15:00,0.272,0.272,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 14:15:00,0.272,0.136,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 14:30:00,0.2087,0.2087,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 14:30:00,0.2087,0.1043,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 14:45:00,0.1332,0.0666,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 14:45:00,0.1332,0.1332,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 15:00:00,0.2302,0.2302,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 15:00:00,0.2302,0.1151,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 15:15:00,0.2613,0.2613,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 15:15:00,0.2613,0.1306,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 15:30:00,0.1403,0.1403,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 15:30:00,0.1403,0.0702,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 15:45:00,0.2514,0.2514,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 15:45:00,0.2514,0.1257,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 16:00:00,0.2759,0.1379,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 16:00:00,0.2759,0.2759,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 16:15:00,0.297,0.1485,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 16:15:00,0.297,0.297,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 16:30:00,0.2077,0.2077,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 16:30:00,0.2077,0.1038,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 16:45:00,0.2644,0.2644,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 16:45:00,0.2644,0.1322,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 17:00:00,0.1408,0.1408,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 17:00:00,0.1408,0.0704,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 17:15:00,0.2155,0.2155,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 17:15:00,0.2155,0.1077,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 17:30:00,0.283,0.283,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 17:30:00,0.283,0.1415,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 17:45:00,0.2587,0.1293,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 17:45:00,0.2587,0.2587,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 18:00:00,0.3692,0.3692,1,50,HIGH,baseline_drop+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 18:00:00,0.3692,0.1846,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 18:15:00,0.4636,0.4636,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 18:15:00,0.4636,0.2318,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 18:30:00,0.3209,0.3209,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 18:30:00,0.3209,0.1605,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 18:45:00,0.5418,0.5418,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 18:45:00,0.5418,0.2709,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 19:00:00,0.4587,0.2293,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 19:00:00,0.4587,0.4587,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 19:15:00,0.4399,0.4399,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 19:15:00,0.4399,0.22,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 19:30:00,0.3199,0.3199,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 19:30:00,0.3199,0.16,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 19:45:00,0.5048,0.5048,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 19:45:00,0.5048,0.2524,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 20:00:00,0.4178,0.4178,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 20:00:00,0.4178,0.2089,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 20:15:00,0.4236,0.2118,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 20:15:00,0.4236,0.4236,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 20:30:00,0.478,0.478,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 20:30:00,0.478,0.239,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 20:45:00,0.4126,0.4126,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 20:45:00,0.4126,0.2063,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 21:00:00,0.3881,0.3881,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 21:00:00,0.3881,0.1941,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 21:15:00,0.4585,0.4585,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 21:15:00,0.4585,0.2293,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 21:30:00,0.4716,0.4716,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 21:30:00,0.4716,0.2358,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 21:45:00,0.3698,0.1849,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 21:45:00,0.3698,0.3698,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 22:00:00,0.1611,0.1611,1,50,HIGH,baseline_drop+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 22:00:00,0.1611,0.0805,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 22:15:00,0.2742,0.2742,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 22:15:00,0.2742,0.1371,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 22:30:00,0.1521,0.1521,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 22:30:00,0.1521,0.0761,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 22:45:00,0.1222,0.1222,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 22:45:00,0.1222,0.0611,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 23:00:00,0.2093,0.1047,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 23:00:00,0.2093,0.2093,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-04 23:15:00,0.1845,0.1845,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-04 23:15:00,0.1845,0.0922,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 23:30:00,0.1584,0.1584,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 23:30:00,0.1584,0.0792,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-04 23:45:00,0.1036,0.1036,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-04 23:45:00,0.1036,0.0518,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 00:00:00,0.1073,0.1073,1,40,MEDIUM,baseline_spike,none,0,2026-03-31 09:46:34
M001,2026-03-05 00:00:00,0.1073,0.0537,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 00:15:00,0.0297,0.0149,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 00:15:00,0.0297,0.0297,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-05 00:30:00,0.0497,0.0249,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 00:30:00,0.0497,0.0497,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-05 00:45:00,0.1103,0.1103,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-05 00:45:00,0.1103,0.0551,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 01:00:00,0.1092,0.1092,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-05 01:00:00,0.1092,0.0546,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 01:15:00,0.0783,0.0783,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 01:15:00,0.0783,0.0391,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 01:30:00,0.0799,0.0799,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 01:30:00,0.0799,0.0399,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 01:45:00,0.1079,0.0539,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 01:45:00,0.1079,0.1079,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-05 02:00:00,0.0517,0.0517,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-05 02:00:00,0.0517,0.0259,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 02:15:00,0.1093,0.1093,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-05 02:15:00,0.1093,0.0546,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 02:30:00,0.0792,0.0792,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 02:30:00,0.0792,0.0396,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 02:45:00,0.0304,0.0304,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-05 02:45:00,0.0304,0.0152,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 03:00:00,0.1151,0.1151,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-05 03:00:00,0.1151,0.0575,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 03:15:00,0.0834,0.0834,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 03:15:00,0.0834,0.0417,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 03:30:00,0.0672,0.0336,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 03:30:00,0.0672,0.0672,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 03:45:00,0.0811,0.0811,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 03:45:00,0.0811,0.0406,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 04:00:00,0.0206,0.0206,1,50,HIGH,baseline_drop+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-05 04:00:00,0.0206,0.0103,1,100,CRITICAL,energy_drop_gap+baseline_drop+zscore_outlier,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 04:15:00,0.0713,0.0713,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 04:15:00,0.0713,0.0357,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 04:30:00,0.0287,0.0287,0,30,LOW,baseline_drop,none,0,2026-03-31 09:46:34
M001,2026-03-05 04:30:00,0.0287,0.0143,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 04:45:00,0.0707,0.0353,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 04:45:00,0.0707,0.0707,0,20,LOW,zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-05 05:00:00,0.1193,0.1193,1,60,HIGH,baseline_spike+zscore_outlier,none,0,2026-03-31 09:46:34
M001,2026-03-05 05:00:00,0.1193,0.0597,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 05:15:00,0.0622,0.0622,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 05:15:00,0.0622,0.0311,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
M001,2026-03-05 05:30:00,0.0808,0.0808,0,0,NORMAL,none,none,0,2026-03-31 09:46:34
M001,2026-03-05 05:30:00,0.0808,0.0404,1,80,CRITICAL,energy_drop_gap+baseline_drop,reduce,1,2026-03-31 09:46:34
